CLAVE CT,NOM TURNO,NOMBRE CT,MUNICIPIO CLAVE INEGI,NOMBRE MUNICIPIO,ZONA ESCOLAR,SOSTENIM.,NOM SOST.,NIVEL,PROGRAMA,DESERCIÓN INTRACURRICULAR,REPROBACIÓN,REPROBACIÓN  CON REGULARIZADOS,EFICIENCIA TERMINAL,SOSTENIMIENTO
14DPR3136H,CONTINUO (JORNADA AMPLIADA),FRANCISCO VILLA,53,LAGOS DE MORENO,32,24,FEDERALIZADO,PRIMARIA,GENERAL,6.67%,14.29%,,100%,FEDERALIZADO
14DPR3137G,VESPERTINO,LEONA VICARIO,18,LA BARCA,140,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,8.74%,,83.33%,FEDERALIZADO
14DPR3138F,VESPERTINO,FRANCISCO VILLA,18,LA BARCA,140,24,FEDERALIZADO,PRIMARIA,GENERAL,0.79%,0%,,100%,FEDERALIZADO
14DPR3143R,VESPERTINO,JOSE MA MORELOS Y PAVON,18,LA BARCA,115,24,FEDERALIZADO,PRIMARIA,GENERAL,7.69%,0%,,100%,FEDERALIZADO
14DPR3145P,VESPERTINO,VICENTE GUERRERO,120,ZAPOPAN,135,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,9.09%,,100%,FEDERALIZADO
14DPR3147N,VESPERTINO,JOSE VASCONCELOS,121,ZAPOTILTIC,139,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,8.6%,,88.24%,FEDERALIZADO
14DPR3148M,VESPERTINO,AGUSTIN YA†EZ,120,ZAPOPAN,88,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,3.47%,,100%,FEDERALIZADO
14DPR3149L,MATUTINO,NI†OS HEROES,42,HUEJUQUILLA EL ALTO,100,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,2.04%,,100%,FEDERALIZADO
14DPR3150A,MATUTINO,ABEL ROBLES RODRIGUEZ,39,GUADALAJARA,129,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0.25%,,80.52%,FEDERALIZADO
14DPR3151Z,NOCTURNO,CLAUDIO CORTES CASTRO,120,ZAPOPAN,165,24,FEDERALIZADO,PRIMARIA,GENERAL,13.79%,4%,,100%,FEDERALIZADO
14DPR3152Z,MATUTINO,JUAN JOSE ORTEGA PADILLA,122,ZAPOTITLAN DE VADILLO,61,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR3153Y,MATUTINO,NABOR ROSALES ARAIZA,99,TOLIMAN,184,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,85.19%,FEDERALIZADO
14DPR3155W,VESPERTINO,JUAN DE LA BARRERA,15,AUTLAN DE NAVARRO,203,24,FEDERALIZADO,PRIMARIA,GENERAL,2.53%,1.95%,,100%,FEDERALIZADO
14DPR3156V,VESPERTINO,PRISCILIANO SANCHEZ,30,CHAPALA,10,24,FEDERALIZADO,PRIMARIA,GENERAL,5.21%,4.5%,,71.88%,FEDERALIZADO
14DPR3157U,VESPERTINO,NARCISO MENDOZA,44,IXTLAHUACAN DE LOS MEMBRILLOS,144,24,FEDERALIZADO,PRIMARIA,GENERAL,1.86%,0%,,100%,FEDERALIZADO
14DPR3160H,VESPERTINO,GREGORIO TORRES QUINTERO,98,SAN PEDRO TLAQUEPAQUE,172,24,FEDERALIZADO,PRIMARIA,GENERAL,4.25%,0%,,85.71%,FEDERALIZADO
14DPR3162F,VESPERTINO,FRANCISCO I MADERO,120,ZAPOPAN,88,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,2.61%,,100%,FEDERALIZADO
14DPR3164D,VESPERTINO,BENITO JUAREZ,53,LAGOS DE MORENO,218,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,7.69%,,60%,FEDERALIZADO
14DPR3165C,MATUTINO,MIGUEL HIDALGO Y COSTILLA,53,LAGOS DE MORENO,218,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,80%,FEDERALIZADO
14DPR3166B,VESPERTINO,ROBERTO QUIROZ GUERRA,96,TIZAPAN EL ALTO,13,24,FEDERALIZADO,PRIMARIA,GENERAL,6.58%,0%,,100%,FEDERALIZADO
14DPR3167A,MATUTINO,CONSTITUCION,8,ARANDAS,157,24,FEDERALIZADO,PRIMARIA,GENERAL,1.89%,1.92%,,100%,FEDERALIZADO
14DPR3168Z,VESPERTINO,JUSTO SIERRA,8,ARANDAS,62,24,FEDERALIZADO,PRIMARIA,GENERAL,16.67%,0%,,40%,FEDERALIZADO
14DPR3169Z,VESPERTINO,22 DE SEPTIEMBRE,63,OCOTLAN,155,24,FEDERALIZADO,PRIMARIA,GENERAL,2.53%,0%,,93.33%,FEDERALIZADO
14DPR3171N,MATUTINO,AMADO NERVO,24,COCULA,43,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR3172M,VESPERTINO,JUAN ESCUTIA,77,SAN MARTIN HIDALGO,249,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,1.88%,,77.78%,FEDERALIZADO
14DPR3174K,CONTINUO (JORNADA AMPLIADA),EMILIANO ZAPATA,61,MEZQUITIC,163,24,FEDERALIZADO,PRIMARIA,GENERAL,10%,0%,,100%,FEDERALIZADO
14DPR3175J,VESPERTINO,LEONA VICARIO,61,MEZQUITIC,163,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,66.67%,FEDERALIZADO
14DPR3177H,MATUTINO,LUIS PEREZ VERDIA,120,ZAPOPAN,69,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,1.27%,,100%,FEDERALIZADO
14DPR3178G,MATUTINO,18 DE MARZO,120,ZAPOPAN,194,24,FEDERALIZADO,PRIMARIA,GENERAL,1.71%,0.25%,,100%,FEDERALIZADO
14DPR3179F,MATUTINO,SOR JUANA INES DE LA CRUZ,39,GUADALAJARA,162,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,88.6%,FEDERALIZADO
14DPR3180V,VESPERTINO,IGNACIO L VALLARTA,39,GUADALAJARA,162,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,64.29%,FEDERALIZADO
14DPR3181U,MATUTINO,MIGUEL HIDALGO Y COSTILLA,94,TEQUILA,201,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,60%,FEDERALIZADO
14DPR3182T,MATUTINO,ELIAS NANDINO VALLARTA,9,EL ARENAL,120,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,6.16%,,100%,FEDERALIZADO
14DPR3183S,VESPERTINO,PEDRO MORENO,120,ZAPOPAN,189,24,FEDERALIZADO,PRIMARIA,GENERAL,23.48%,0%,,100%,FEDERALIZADO
14DPR3184R,VESPERTINO,1 DE MAYO,120,ZAPOPAN,194,24,FEDERALIZADO,PRIMARIA,GENERAL,3.21%,2.21%,,94.68%,FEDERALIZADO
14DPR3185Q,MATUTINO,CUITLAHUAC,93,TEPATITLAN DE MORELOS,222,24,FEDERALIZADO,PRIMARIA,GENERAL,9.09%,0%,,50%,FEDERALIZADO
14DPR3189M,VESPERTINO,EMILIANO ZAPATA,92,TEOCUITATLAN DE CORONA,241,24,FEDERALIZADO,PRIMARIA,GENERAL,10%,0%,,100%,FEDERALIZADO
14DPR3190B,VESPERTINO,VALENTIN GOMEZ FARIAS,93,TEPATITLAN DE MORELOS,47,24,FEDERALIZADO,PRIMARIA,GENERAL,7.94%,3.45%,,45.45%,FEDERALIZADO
14DPR3192Z,MATUTINO,GUADALUPE MARTINEZ VILLANUEVA,67,PUERTO VALLARTA,34,24,FEDERALIZADO,PRIMARIA,GENERAL,0.45%,1.14%,,98.61%,FEDERALIZADO
14DPR3195X,MATUTINO,LEONA VICARIO,20,CABO CORRIENTES,246,24,FEDERALIZADO,PRIMARIA,GENERAL,14.29%,8.33%,,0%,FEDERALIZADO
14DPR3196W,MATUTINO,JUAN ESCUTIA,35,ENCARNACION DE DIAZ,143,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,50%,FEDERALIZADO
14DPR3198U,MATUTINO,10 DE MAYO,105,TOTOTLAN,234,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR3200S,VESPERTINO,FRANCISCO GONZALEZ BOCANEGRA,93,TEPATITLAN DE MORELOS,219,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,66.67%,FEDERALIZADO
14DPR3201R,VESPERTINO,FRANCISCO VILLA,123,ZAPOTLAN DEL REY,147,24,FEDERALIZADO,PRIMARIA,GENERAL,4.46%,2.8%,,95%,FEDERALIZADO
14DPR3203P,VESPERTINO,BENITO JUAREZ,16,AYOTLAN,48,24,FEDERALIZADO,PRIMARIA,GENERAL,1.52%,0%,,100%,FEDERALIZADO
14DPR3206M,VESPERTINO,RICARDO FLORES MAGON,93,TEPATITLAN DE MORELOS,14,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,1.44%,,100%,FEDERALIZADO
14DPR3207L,MATUTINO,XICOTENCATL,24,COCULA,43,24,FEDERALIZADO,PRIMARIA,GENERAL,1.66%,0%,,100%,FEDERALIZADO
14DPR3210Z,VESPERTINO,JUAN ALVAREZ,16,AYOTLAN,232,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,1.45%,,62.5%,FEDERALIZADO
14DPR3211Y,MATUTINO,PEDRO MORENO,85,TAMAZULA DE GORDIANO,26,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,0%,FEDERALIZADO
14DPR3212X,MATUTINO,BENITO JUAREZ,116,VILLA HIDALGO,101,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR3216T,CONTINUO (JORNADA AMPLIADA),ESTADO DE JALISCO,63,OCOTLAN,155,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,12.5%,,62.5%,FEDERALIZADO
14DPR3217S,MATUTINO,JUAN ESCUTIA,91,TEOCALTICHE,193,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR3219Q,MATUTINO,21 DE MARZO,115,VILLA GUERRERO,106,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,60%,FEDERALIZADO
14DPR3221E,MATUTINO,CUAUHTEMOC,124,ZAPOTLANEJO,160,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR3223C,MATUTINO,VICENTE GUERRERO,120,ZAPOPAN,51,24,FEDERALIZADO,PRIMARIA,GENERAL,0.45%,0.23%,,90.7%,FEDERALIZADO
14DPR3224B,CONTINUO (TIEMPO COMPLETO),VALENTIN GOMEZ FARIAS,79,GOMEZ FARIAS,40,24,FEDERALIZADO,PRIMARIA,GENERAL,5.29%,4.35%,,64.1%,FEDERALIZADO
14DPR3225A,VESPERTINO,LAZARO CARDENAS DEL RIO,72,SAN DIEGO DE ALEJANDRIA,225,24,FEDERALIZADO,PRIMARIA,GENERAL,7.02%,0%,,100%,FEDERALIZADO
14DPR3226Z,MATUTINO,RAMON CORONA,18,LA BARCA,140,24,FEDERALIZADO,PRIMARIA,GENERAL,4.79%,0%,,84.38%,FEDERALIZADO
14DPR3227Z,MATUTINO,BENITO JUAREZ,32,CHIQUILISTLAN,243,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR3228Y,VESPERTINO,MELCHOR OCAMPO,59,MAZAMITLA,36,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR3229X,MATUTINO,EMILIANO ZAPATA,88,TECOLOTLAN,19,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR3231L,VESPERTINO,MARIANO AZUELA,53,LAGOS DE MORENO,218,24,FEDERALIZADO,PRIMARIA,GENERAL,2.98%,1.23%,,75.41%,FEDERALIZADO
14DPR3232K,VESPERTINO,IGNACIO ALLENDE,53,LAGOS DE MORENO,32,24,FEDERALIZADO,PRIMARIA,GENERAL,3.09%,1.91%,,96.88%,FEDERALIZADO
14DPR3235H,VESPERTINO,AGUSTIN MELGAR,66,PONCITLAN,45,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,72.73%,FEDERALIZADO
14DPR3236G,VESPERTINO,JUANA DE ASBAJE,8,ARANDAS,125,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0.7%,,96.15%,FEDERALIZADO
14DPR3237F,VESPERTINO,FRANCISCO I MADERO,35,ENCARNACION DE DIAZ,143,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,2.56%,,100%,FEDERALIZADO
14DPR3238E,VESPERTINO,DAVID ALFARO SIQUEIROS,98,SAN PEDRO TLAQUEPAQUE,85,24,FEDERALIZADO,PRIMARIA,GENERAL,3.59%,2.48%,,81.97%,FEDERALIZADO
14DPR3239D,MATUTINO,5 DE MAYO,100,TOMATLAN,205,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,4.17%,,100%,FEDERALIZADO
14DPR3240T,CONTINUO (JORNADA AMPLIADA),BENITO JUAREZ,80,SAN SEBASTIAN DEL OESTE,98,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,0%,FEDERALIZADO
14DPR3241S,VESPERTINO,MIGUEL ANGEL COVARRUBIAS,6,AMECA,18,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,92.86%,FEDERALIZADO
14DPR3242R,VESPERTINO,PEDRO MORENO,6,AMECA,182,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,3.14%,,85.19%,FEDERALIZADO
14DPR3244P,VESPERTINO,FRANCISCO VILLA,6,AMECA,18,24,FEDERALIZADO,PRIMARIA,GENERAL,4.08%,0%,,87.5%,FEDERALIZADO
14DPR3245O,MATUTINO,CARMEN SERDAN,10,ATEMAJAC DE BRIZUELA,71,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,83.33%,FEDERALIZADO
14DPR3246N,MATUTINO,LEONA VICARIO,13,ATOTONILCO EL ALTO,208,24,FEDERALIZADO,PRIMARIA,GENERAL,0.4%,0%,,100%,FEDERALIZADO
14DPR3248L,VESPERTINO,IGNACIO ALDAMA,21,CASIMIRO CASTILLO,64,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR3249K,VESPERTINO,IGNACIO ZARAGOZA,53,LAGOS DE MORENO,59,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR3250Z,VESPERTINO,JAIME NUNO,53,LAGOS DE MORENO,164,24,FEDERALIZADO,PRIMARIA,GENERAL,2.91%,2.99%,,100%,FEDERALIZADO
14DPR3251Z,VESPERTINO,IGNACIO ZARAGOZA,39,GUADALAJARA,181,24,FEDERALIZADO,PRIMARIA,GENERAL,2.84%,0%,,85.71%,FEDERALIZADO
14DPR3253X,MATUTINO,20 DE NOVIEMBRE,43,LA HUERTA,35,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,0%,FEDERALIZADO
14DPR3256U,VESPERTINO,MELCHOR OCAMPO,63,OCOTLAN,22,24,FEDERALIZADO,PRIMARIA,GENERAL,3.49%,1.51%,,82.46%,FEDERALIZADO
14DPR3258S,VESPERTINO,NI†OS HEROES,87,TECALITLAN,105,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,1.45%,,100%,FEDERALIZADO
14DPR3260G,MATUTINO,GUSTAVO DIAZ ORDAZ,93,TEPATITLAN DE MORELOS,219,24,FEDERALIZADO,PRIMARIA,GENERAL,2.17%,8.89%,,36.36%,FEDERALIZADO
14DPR3261F,VESPERTINO,ADOLFO LOPEZ MATEOS,94,TEQUILA,66,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR3263D,VESPERTINO,AGUSTIN YA†EZ,97,TLAJOMULCO DE ZU†IGA,198,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0.26%,,100%,FEDERALIZADO
14DPR3264C,VESPERTINO,20 DE NOVIEMBRE,97,TLAJOMULCO DE ZU†IGA,142,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,76.32%,FEDERALIZADO
14DPR3265B,VESPERTINO,LAZARO CARDENAS DEL RIO,98,SAN PEDRO TLAQUEPAQUE,136,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,1.39%,,76.6%,FEDERALIZADO
14DPR3267Z,VESPERTINO,VICENTE GUERRERO,98,SAN PEDRO TLAQUEPAQUE,199,24,FEDERALIZADO,PRIMARIA,GENERAL,7.8%,2.12%,,73.68%,FEDERALIZADO
14DPR3268Z,MATUTINO,CUAUHTEMOC,87,TECALITLAN,238,24,FEDERALIZADO,PRIMARIA,GENERAL,7.69%,0%,,100%,FEDERALIZADO
14DPR3269Y,MATUTINO,JOSE LOPEZ PORTILLO WEBER,120,ZAPOPAN,20,24,FEDERALIZADO,PRIMARIA,GENERAL,2.43%,0.68%,,100%,FEDERALIZADO
14DPR3270N,NOCTURNO,JUSTO SIERRA,120,ZAPOPAN,186,24,FEDERALIZADO,PRIMARIA,GENERAL,24.73%,0%,,70%,FEDERALIZADO
14DPR3271M,VESPERTINO,LAZARO CARDENAS DEL RIO,1,ACATIC,223,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,7.89%,,100%,FEDERALIZADO
14DPR3273K,CONTINUO (JORNADA AMPLIADA),SIMON BOLIVAR,87,TECALITLAN,105,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,50%,FEDERALIZADO
14DPR3274J,VESPERTINO,IGNACIO RAMIREZ,77,SAN MARTIN HIDALGO,154,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR3275I,MATUTINO,20 DE NOVIEMBRE,93,TEPATITLAN DE MORELOS,87,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,80%,FEDERALIZADO
14DPR3276H,VESPERTINO,MARIANO MATAMOROS,66,PONCITLAN,207,24,FEDERALIZADO,PRIMARIA,GENERAL,1.99%,10.17%,,88.89%,FEDERALIZADO
14DPR3277G,MATUTINO,BENITO JUAREZ,107,TUXCUECA,190,24,FEDERALIZADO,PRIMARIA,GENERAL,5.84%,2.76%,,90.91%,FEDERALIZADO
14DPR3279E,VESPERTINO,GABRIELA MISTRAL,93,TEPATITLAN DE MORELOS,47,24,FEDERALIZADO,PRIMARIA,GENERAL,2.28%,3.38%,,94.2%,FEDERALIZADO
14DPR3280U,VESPERTINO,VICENTE GUERRERO,120,ZAPOPAN,51,24,FEDERALIZADO,PRIMARIA,GENERAL,3.1%,1.07%,,84.42%,FEDERALIZADO
14DPR3281T,MATUTINO,RICARDO FLORES MAGON,23,ZAPOTLAN EL GRANDE,40,24,FEDERALIZADO,PRIMARIA,GENERAL,0.48%,1.44%,,88.89%,FEDERALIZADO
14DPR3282S,VESPERTINO,NI†OS HEROES,100,TOMATLAN,205,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,8.57%,,80%,FEDERALIZADO
14DPR3283R,VESPERTINO,JAIME NUNO,125,SAN IGNACIO CERRO GORDO,209,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,0%,FEDERALIZADO
14DPR3284Q,MATUTINO,FRANCISCO JAVIER MINA,39,GUADALAJARA,129,24,FEDERALIZADO,PRIMARIA,GENERAL,2.53%,0.71%,,91.03%,FEDERALIZADO
14DPR3285P,VESPERTINO,FRANCISCO JAVIER MINA,39,GUADALAJARA,129,24,FEDERALIZADO,PRIMARIA,GENERAL,6.36%,1.46%,,74.07%,FEDERALIZADO
14DPR3286O,VESPERTINO,FRANCISCO I MADERO,72,SAN DIEGO DE ALEJANDRIA,225,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,1.39%,,72.22%,FEDERALIZADO
14DPR3287N,MATUTINO,JAIME NUNO,38,GUACHINANGO,200,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,0%,FEDERALIZADO
14DPR3288M,NOCTURNO,SOR JUANA INES DE LA CRUZ,120,ZAPOPAN,165,24,FEDERALIZADO,PRIMARIA,GENERAL,5.88%,0%,,100%,FEDERALIZADO
14DPR3289L,VESPERTINO,JUSTO SIERRA,13,ATOTONILCO EL ALTO,208,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0.57%,,100%,FEDERALIZADO
14DPR3291Z,VESPERTINO,AGUSTIN MELGAR,15,AUTLAN DE NAVARRO,203,24,FEDERALIZADO,PRIMARIA,GENERAL,20%,0%,,0%,FEDERALIZADO
14DPR3293Y,MATUTINO,ARTICULO 3 CONSTITUCIONAL,16,AYOTLAN,145,24,FEDERALIZADO,PRIMARIA,GENERAL,61.54%,0%,,66.67%,FEDERALIZADO
14DPR3294X,MATUTINO,JOSE MA PINO SUAREZ,16,AYOTLAN,145,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,0%,FEDERALIZADO
14DPR3295W,VESPERTINO,CARMEN SERDAN,73,SAN JUAN DE LOS LAGOS,82,24,FEDERALIZADO,PRIMARIA,GENERAL,3.72%,4.35%,,82.09%,FEDERALIZADO
14DPR3296V,MATUTINO,CORREGIDORA,31,CHIMALTITAN,106,24,FEDERALIZADO,PRIMARIA,GENERAL,3.45%,0%,,100%,FEDERALIZADO
14DPR3297U,VESPERTINO,JUAN MANUEL RUVALCABA DE LA MORA,120,ZAPOPAN,111,24,FEDERALIZADO,PRIMARIA,GENERAL,5.73%,1.52%,,100%,FEDERALIZADO
14DPR3299S,MATUTINO,JOSE DE JESUS GONZALEZ PADILLA,120,ZAPOPAN,111,24,FEDERALIZADO,PRIMARIA,GENERAL,1.67%,2.13%,,97.56%,FEDERALIZADO
14DPR3302P,MATUTINO,5 DE MAYO,115,VILLA GUERRERO,106,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,0%,FEDERALIZADO
14DPR3304N,VESPERTINO,JUAN ESCUTIA,123,ZAPOTLAN DEL REY,207,24,FEDERALIZADO,PRIMARIA,GENERAL,7.32%,2.63%,,100%,FEDERALIZADO
14DPR3308J,MATUTINO,EMILIANO ZAPATA,8,ARANDAS,125,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR3309I,MATUTINO,BENITO JUAREZ,125,SAN IGNACIO CERRO GORDO,229,24,FEDERALIZADO,PRIMARIA,GENERAL,10%,0%,,100%,FEDERALIZADO
14DPR3310Y,VESPERTINO,LORENZO VALLE VALLE,13,ATOTONILCO EL ALTO,208,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,6.02%,,100%,FEDERALIZADO
14DPR3311X,VESPERTINO,FELIPE ANGELES,18,LA BARCA,140,24,FEDERALIZADO,PRIMARIA,GENERAL,2.86%,0%,,100%,FEDERALIZADO
14DPR3312W,MATUTINO,VICENTE GUERRERO,120,ZAPOPAN,20,24,FEDERALIZADO,PRIMARIA,GENERAL,3.51%,2.14%,,100%,FEDERALIZADO
14DPR3313V,VESPERTINO,ANTONIO DE CASO PERALTA,98,SAN PEDRO TLAQUEPAQUE,211,24,FEDERALIZADO,PRIMARIA,GENERAL,5.1%,0%,,75.28%,FEDERALIZADO
14DPR3314U,VESPERTINO,REVOLUCION MEXICANA,39,GUADALAJARA,177,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,91.78%,FEDERALIZADO
14DPR3315T,CONTINUO (JORNADA AMPLIADA),VALENTIN GOMEZ FARIAS,55,MAGDALENA,11,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR3316S,VESPERTINO,JUSTO SIERRA,8,ARANDAS,37,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,1.19%,,90%,FEDERALIZADO
14DPR3317R,VESPERTINO,NI†OS HEROES,48,JESUS MARIA,227,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,4.05%,,100%,FEDERALIZADO
14DPR3318Q,MATUTINO,EMILIANO ZAPATA,101,TONALA,161,24,FEDERALIZADO,PRIMARIA,GENERAL,1.79%,0%,,92.11%,FEDERALIZADO
14DPR3319P,CONTINUO (JORNADA AMPLIADA),LAZARO CARDENAS DEL RIO,87,TECALITLAN,105,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR3320E,CONTINUO (JORNADA AMPLIADA),J GUADALUPE ZUNO,99,TOLIMAN,184,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR3321D,VESPERTINO,RITA PEREZ DE MORENO,120,ZAPOPAN,111,24,FEDERALIZADO,PRIMARIA,GENERAL,12.16%,0%,,90%,FEDERALIZADO
14DPR3322C,MATUTINO,VENUSTIANO CARRANZA,100,TOMATLAN,205,24,FEDERALIZADO,PRIMARIA,GENERAL,23.08%,10%,,66.67%,FEDERALIZADO
14DPR3326Z,MATUTINO,INDEPENDENCIA Y REVOLUCION,106,TUXCACUESCO,244,24,FEDERALIZADO,PRIMARIA,GENERAL,2.44%,0%,,0%,FEDERALIZADO
14DPR3327Y,VESPERTINO,JOSE VASCONCELOS,39,GUADALAJARA,177,24,FEDERALIZADO,PRIMARIA,GENERAL,6.84%,0.7%,,59.7%,FEDERALIZADO
14DPR3328X,MATUTINO,BENITO JUAREZ,25,COLOTLAN,31,24,FEDERALIZADO,PRIMARIA,GENERAL,10%,0%,,33.33%,FEDERALIZADO
14DPR3331K,MATUTINO,JOSE LOPEZ PORTILLO Y WEBER,120,ZAPOPAN,88,24,FEDERALIZADO,PRIMARIA,GENERAL,3.53%,1.22%,,81.48%,FEDERALIZADO
14DPR3332J,MATUTINO,MARIA YOLANDA CASTILLERO DE ROMERO,98,SAN PEDRO TLAQUEPAQUE,85,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,3.13%,,100%,FEDERALIZADO
14DPR3333I,VESPERTINO,SOR JUANA INES DE LA CRUZ,8,ARANDAS,125,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,64.29%,FEDERALIZADO
14DPR3334H,MATUTINO,IGNACIO RAMIREZ,98,SAN PEDRO TLAQUEPAQUE,136,24,FEDERALIZADO,PRIMARIA,GENERAL,4.1%,0.66%,,81.51%,FEDERALIZADO
14DPR3335G,MATUTINO,EMILIANO ZAPATA,98,SAN PEDRO TLAQUEPAQUE,85,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0.83%,,100%,FEDERALIZADO
14DPR3336F,VESPERTINO,IGNACIO ZARAGOZA,98,SAN PEDRO TLAQUEPAQUE,85,24,FEDERALIZADO,PRIMARIA,GENERAL,2.07%,0%,,63.41%,FEDERALIZADO
14DPR3338D,MATUTINO,BENEMERITO DE LAS AMERICAS,80,SAN SEBASTIAN DEL OESTE,98,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR3339C,MATUTINO,NICOLAS BRAVO,85,TAMAZULA DE GORDIANO,239,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,0%,FEDERALIZADO
14DPR3343P,MATUTINO,JUAN ALDAMA,53,LAGOS DE MORENO,217,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,1.08%,,100%,FEDERALIZADO
14DPR3345N,MATUTINO,CRISTOBAL COLON,122,ZAPOTITLAN DE VADILLO,61,24,FEDERALIZADO,PRIMARIA,GENERAL,15.79%,0%,,100%,FEDERALIZADO
14DPR3349J,MATUTINO,JOSE MA MORELOS Y PAVON,64,OJUELOS DE JALISCO,42,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0.6%,,100%,FEDERALIZADO
14DPR3350Z,VESPERTINO,GREGORIO TORRES QUINTERO,22,CIHUATLAN,94,24,FEDERALIZADO,PRIMARIA,GENERAL,6.98%,0.94%,,95.08%,FEDERALIZADO
